latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.0,35.0,1147.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm)
2025-04-09T21:00,3.7,87,0.00,0.00
2025-04-09T22:00,3.2,86,0.00,0.00
2025-04-09T23:00,2.5,84,0.00,0.00
2025-04-10T00:00,1.0,90,0.20,0.00
2025-04-10T01:00,0.2,94,0.00,0.70
2025-04-10T02:00,-0.1,97,0.00,1.40
2025-04-10T03:00,-0.5,96,0.00,0.84
2025-04-10T04:00,-0.5,95,0.00,0.35
2025-04-10T05:00,-0.5,94,0.00,0.28
2025-04-10T06:00,-1.0,94,0.00,0.35
2025-04-10T07:00,-0.9,91,0.00,0.14
2025-04-10T08:00,-0.6,86,0.00,0.00
2025-04-10T09:00,-0.1,83,0.00,0.00
2025-04-10T10:00,0.6,77,0.00,0.00
2025-04-10T11:00,1.8,68,0.00,0.00
2025-04-10T12:00,2.4,65,0.00,0.00
2025-04-10T13:00,3.6,56,0.00,0.00
2025-04-10T14:00,3.8,53,0.00,0.00
2025-04-10T15:00,4.1,52,0.00,0.00
2025-04-10T16:00,4.4,52,0.00,0.00
2025-04-10T17:00,4.2,52,0.00,0.00
2025-04-10T18:00,4.1,54,0.00,0.00
2025-04-10T19:00,3.7,56,0.00,0.00
2025-04-10T20:00,3.0,66,0.00,0.00
2025-04-10T21:00,2.3,74,0.00,0.00
2025-04-10T22:00,1.5,78,0.00,0.00
2025-04-10T23:00,0.5,82,0.00,0.00
2025-04-11T00:00,0.3,78,0.00,0.00
2025-04-11T01:00,-0.0,77,0.00,0.00
2025-04-11T02:00,-0.2,75,0.00,0.00
2025-04-11T03:00,-0.4,76,0.00,0.00
2025-04-11T04:00,-0.6,74,0.00,0.00
2025-04-11T05:00,-0.6,73,0.00,0.00
2025-04-11T06:00,-1.1,76,0.00,0.00
2025-04-11T07:00,-1.0,75,0.00,0.00
2025-04-11T08:00,0.9,68,0.00,0.00
2025-04-11T09:00,2.8,56,0.00,0.00
2025-04-11T10:00,4.0,51,0.00,0.00
2025-04-11T11:00,5.1,46,0.00,0.00
2025-04-11T12:00,5.6,44,0.00,0.00
2025-04-11T13:00,5.7,44,0.00,0.00
2025-04-11T14:00,5.6,45,0.00,0.00
2025-04-11T15:00,0.7,81,0.00,0.21
2025-04-11T16:00,-1.4,89,0.00,0.70
2025-04-11T17:00,-1.9,88,0.00,0.98
2025-04-11T18:00,-2.3,77,0.00,0.21
2025-04-11T19:00,-2.4,75,0.00,0.00
2025-04-11T20:00,-2.7,76,0.00,0.00
2025-04-11T21:00,-3.4,78,0.00,0.00
2025-04-11T22:00,-4.2,89,0.00,0.00
2025-04-11T23:00,-4.8,91,0.00,0.00
2025-04-12T00:00,-5.1,90,0.00,0.00
2025-04-12T01:00,-5.3,87,0.00,0.00
2025-04-12T02:00,-5.5,84,0.00,0.00
2025-04-12T03:00,-6.2,80,0.00,0.00
2025-04-12T04:00,-6.2,80,0.00,0.00
2025-04-12T05:00,-6.2,81,0.00,0.00
2025-04-12T06:00,-6.2,81,0.00,0.00
2025-04-12T07:00,-5.8,76,0.00,0.00
2025-04-12T08:00,-4.2,68,0.00,0.00
2025-04-12T09:00,-3.2,66,0.00,0.00
2025-04-12T10:00,-2.1,60,0.00,0.00
2025-04-12T11:00,-0.8,59,0.00,0.00
2025-04-12T12:00,0.6,54,0.00,0.00
2025-04-12T13:00,2.2,52,0.00,0.00
2025-04-12T14:00,3.3,51,0.00,0.00
2025-04-12T15:00,4.1,49,0.00,0.00
2025-04-12T16:00,4.8,50,0.00,0.00
2025-04-12T17:00,4.8,49,0.00,0.00
2025-04-12T18:00,4.5,52,0.00,0.00
2025-04-12T19:00,3.5,61,0.00,0.00
2025-04-12T20:00,2.1,70,0.00,0.00
2025-04-12T21:00,2.1,69,0.00,0.00
2025-04-12T22:00,2.0,71,0.00,0.00
2025-04-12T23:00,1.8,73,0.00,0.00
2025-04-13T00:00,1.1,84,0.00,0.21
2025-04-13T01:00,0.7,92,0.00,0.63
2025-04-13T02:00,0.8,94,0.10,0.42
2025-04-13T03:00,0.2,94,0.10,0.35
2025-04-13T04:00,-0.6,91,0.00,0.28
2025-04-13T05:00,-0.6,89,0.00,0.00
2025-04-13T06:00,-0.8,83,0.00,0.00
2025-04-13T07:00,-1.1,80,0.00,0.00
2025-04-13T08:00,-0.9,76,0.00,0.00
2025-04-13T09:00,0.5,73,0.00,0.00
2025-04-13T10:00,1.9,66,0.00,0.00
2025-04-13T11:00,3.6,59,0.00,0.00
2025-04-13T12:00,4.7,56,0.00,0.00
2025-04-13T13:00,5.9,46,0.00,0.00
2025-04-13T14:00,6.2,42,0.00,0.00
2025-04-13T15:00,6.6,39,0.00,0.00
2025-04-13T16:00,6.3,42,0.00,0.00
2025-04-13T17:00,5.9,44,0.00,0.00
2025-04-13T18:00,5.1,46,0.00,0.00
2025-04-13T19:00,4.1,55,0.00,0.00
2025-04-13T20:00,2.8,70,0.00,0.00
2025-04-13T21:00,1.9,81,0.00,0.00
2025-04-13T22:00,1.3,85,0.00,0.00
2025-04-13T23:00,0.7,88,0.00,0.00
2025-04-14T00:00,0.5,89,0.00,0.00
2025-04-14T01:00,0.4,88,0.00,0.00
2025-04-14T02:00,0.2,91,0.00,0.00
2025-04-14T03:00,-0.4,93,0.00,0.00
2025-04-14T04:00,-0.2,91,0.00,0.00
2025-04-14T05:00,-0.4,91,0.00,0.00
2025-04-14T06:00,-0.4,91,0.00,0.00
2025-04-14T07:00,-0.6,90,0.00,0.00
2025-04-14T08:00,-0.2,86,0.00,0.00
2025-04-14T09:00,0.5,88,0.00,0.00
2025-04-14T10:00,1.2,81,0.00,0.00
2025-04-14T11:00,2.1,77,0.00,0.00
2025-04-14T12:00,2.4,76,0.00,0.00
2025-04-14T13:00,2.6,77,0.00,0.00
2025-04-14T14:00,3.4,72,0.00,0.00
2025-04-14T15:00,3.6,70,0.00,0.00
2025-04-14T16:00,3.2,78,0.00,0.00
2025-04-14T17:00,3.0,77,0.00,0.00
2025-04-14T18:00,2.8,76,0.00,0.00
2025-04-14T19:00,1.9,81,0.00,0.00
2025-04-14T20:00,1.1,87,0.00,0.00
2025-04-14T21:00,0.8,86,0.00,0.00
2025-04-14T22:00,0.4,89,0.00,0.00
2025-04-14T23:00,0.2,92,0.00,0.00
2025-04-15T00:00,0.2,92,0.00,0.00
2025-04-15T01:00,-0.3,92,0.00,0.00
2025-04-15T02:00,-0.5,92,0.00,0.00
2025-04-15T03:00,-0.3,87,0.00,0.00
2025-04-15T04:00,-0.2,84,0.00,0.00
2025-04-15T05:00,-0.0,86,0.00,0.00
2025-04-15T06:00,0.4,84,0.00,0.00
2025-04-15T07:00,0.7,83,0.00,0.00
2025-04-15T08:00,1.2,83,0.00,0.00
2025-04-15T09:00,2.9,77,0.00,0.00
2025-04-15T10:00,4.4,73,0.00,0.00
2025-04-15T11:00,5.7,71,0.00,0.00
2025-04-15T12:00,6.8,67,0.00,0.00
2025-04-15T13:00,7.9,64,0.00,0.00
2025-04-15T14:00,8.7,58,0.00,0.00
2025-04-15T15:00,10.6,44,0.00,0.00
2025-04-15T16:00,10.7,47,0.00,0.00
2025-04-15T17:00,11.3,43,0.00,0.00
2025-04-15T18:00,11.1,43,0.00,0.00
2025-04-15T19:00,9.6,53,0.00,0.00
2025-04-15T20:00,8.0,61,0.00,0.00
2025-04-15T21:00,7.3,62,0.00,0.00
2025-04-15T22:00,6.5,62,0.00,0.00
2025-04-15T23:00,6.1,62,0.00,0.00
2025-04-16T00:00,4.6,73,0.00,0.00
2025-04-16T01:00,3.9,79,0.00,0.00
2025-04-16T02:00,3.8,79,0.00,0.00
2025-04-16T03:00,3.3,82,0.00,0.00
2025-04-16T04:00,2.9,83,0.00,0.00
2025-04-16T05:00,2.7,84,0.00,0.00
2025-04-16T06:00,2.9,84,0.00,0.00
2025-04-16T07:00,3.6,82,0.00,0.00
2025-04-16T08:00,5.3,79,0.00,0.00
2025-04-16T09:00,7.5,66,0.00,0.00
2025-04-16T10:00,9.1,62,0.00,0.00
2025-04-16T11:00,10.4,59,0.00,0.00
2025-04-16T12:00,11.0,57,0.00,0.00
2025-04-16T13:00,11.3,57,0.00,0.00
2025-04-16T14:00,11.9,53,0.00,0.00
2025-04-16T15:00,12.6,49,0.00,0.00
2025-04-16T16:00,13.0,47,0.00,0.00
2025-04-16T17:00,12.5,52,0.00,0.00
2025-04-16T18:00,12.4,52,0.00,0.00
2025-04-16T19:00,11.1,58,0.00,0.00
2025-04-16T20:00,9.5,65,0.00,0.00
2025-04-16T21:00,8.6,66,0.00,0.00
2025-04-16T22:00,8.0,68,0.00,0.00
2025-04-16T23:00,7.8,67,0.00,0.00
2025-04-17T00:00,6.9,69,0.00,0.00
2025-04-17T01:00,6.2,72,0.00,0.00
2025-04-17T02:00,5.4,75,0.00,0.00
2025-04-17T03:00,5.2,77,0.00,0.00
2025-04-17T04:00,4.5,79,0.00,0.00
2025-04-17T05:00,4.0,81,0.00,0.00
2025-04-17T06:00,3.6,81,0.00,0.00
2025-04-17T07:00,3.6,82,0.00,0.00
2025-04-17T08:00,5.2,81,0.00,0.00
2025-04-17T09:00,9.3,67,0.00,0.00
2025-04-17T10:00,11.5,61,0.00,0.00
2025-04-17T11:00,13.6,51,0.00,0.00
2025-04-17T12:00,15.3,47,0.00,0.00
2025-04-17T13:00,16.6,43,0.00,0.00
2025-04-17T14:00,17.5,40,0.00,0.00
2025-04-17T15:00,18.4,34,0.00,0.00
2025-04-17T16:00,18.5,34,0.00,0.00
2025-04-17T17:00,18.3,36,0.00,0.00
2025-04-17T18:00,18.1,35,0.00,0.00
2025-04-17T19:00,16.2,45,0.00,0.00
2025-04-17T20:00,14.4,50,0.00,0.00
2025-04-17T21:00,12.9,52,0.00,0.00
2025-04-17T22:00,11.8,53,0.00,0.00
2025-04-17T23:00,10.5,57,0.00,0.00
2025-04-18T00:00,10.9,56,0.00,0.00
2025-04-18T01:00,10.7,56,0.00,0.00
2025-04-18T02:00,9.5,61,0.00,0.00
2025-04-18T03:00,9.1,65,0.00,0.00
2025-04-18T04:00,8.1,70,0.00,0.00
2025-04-18T05:00,7.5,73,0.00,0.00
2025-04-18T06:00,6.7,76,0.00,0.00
2025-04-18T07:00,6.9,77,0.00,0.00
2025-04-18T08:00,9.6,73,0.00,0.00
2025-04-18T09:00,13.6,54,0.00,0.00
2025-04-18T10:00,16.3,45,0.00,0.00
2025-04-18T11:00,18.6,38,0.00,0.00
2025-04-18T12:00,20.0,36,0.00,0.00
2025-04-18T13:00,21.0,33,0.00,0.00
2025-04-18T14:00,21.4,33,0.00,0.00
2025-04-18T15:00,22.0,28,0.00,0.00
2025-04-18T16:00,22.0,26,0.00,0.00
2025-04-18T17:00,21.7,25,0.00,0.00
2025-04-18T18:00,21.2,25,0.00,0.00
2025-04-18T19:00,19.4,37,0.00,0.00
2025-04-18T20:00,17.0,42,0.00,0.00
2025-04-18T21:00,15.3,41,0.00,0.00
2025-04-18T22:00,13.1,44,0.00,0.00
2025-04-18T23:00,11.7,46,0.00,0.00
2025-04-19T00:00,11.2,46,0.00,0.00
2025-04-19T01:00,10.8,48,0.00,0.00
2025-04-19T02:00,11.4,46,0.00,0.00
2025-04-19T03:00,10.9,58,0.00,0.00
2025-04-19T04:00,10.6,60,0.00,0.00
2025-04-19T05:00,10.4,64,0.00,0.00
2025-04-19T06:00,9.9,67,0.00,0.00
2025-04-19T07:00,10.9,66,0.00,0.00
2025-04-19T08:00,13.7,59,0.00,0.00
2025-04-19T09:00,17.1,41,0.00,0.00
2025-04-19T10:00,18.9,36,0.00,0.00
2025-04-19T11:00,19.4,37,0.00,0.00
2025-04-19T12:00,22.2,30,0.00,0.00
2025-04-19T13:00,22.3,31,0.00,0.00
2025-04-19T14:00,20.8,41,0.00,0.00
2025-04-19T15:00,19.4,47,0.00,0.00
2025-04-19T16:00,19.9,48,0.00,0.00
2025-04-19T17:00,19.0,55,0.00,0.00
2025-04-19T18:00,17.2,56,0.00,0.00
2025-04-19T19:00,16.0,60,0.00,0.00
2025-04-19T20:00,14.7,65,0.00,0.00
2025-04-19T21:00,12.6,77,0.00,0.00
2025-04-19T22:00,11.2,83,0.00,0.00
2025-04-19T23:00,10.7,80,0.00,0.00
2025-04-20T00:00,11.1,72,0.00,0.00
2025-04-20T01:00,11.3,63,0.00,0.00
2025-04-20T02:00,10.8,64,0.00,0.00
2025-04-20T03:00,10.7,58,0.00,0.00
2025-04-20T04:00,10.3,55,0.00,0.00
2025-04-20T05:00,10.2,52,0.00,0.00
2025-04-20T06:00,9.5,60,0.00,0.00
2025-04-20T07:00,9.9,69,0.00,0.00
2025-04-20T08:00,12.1,70,0.00,0.00
2025-04-20T09:00,13.8,65,0.00,0.00
2025-04-20T10:00,14.8,64,0.00,0.00
2025-04-20T11:00,16.0,58,0.00,0.00
2025-04-20T12:00,17.2,47,0.00,0.00
2025-04-20T13:00,18.2,42,0.00,0.00
2025-04-20T14:00,18.7,40,0.00,0.00
2025-04-20T15:00,19.1,39,0.00,0.00
2025-04-20T16:00,18.9,37,0.00,0.00
2025-04-20T17:00,18.1,39,0.00,0.00
2025-04-20T18:00,17.4,35,0.00,0.00
2025-04-20T19:00,15.7,39,0.00,0.00
2025-04-20T20:00,13.4,48,0.00,0.00
2025-04-20T21:00,11.7,56,0.00,0.00
2025-04-20T22:00,10.8,65,0.00,0.00
2025-04-20T23:00,10.8,67,0.00,0.00
2025-04-21T00:00,10.8,68,0.00,0.00
2025-04-21T01:00,9.9,73,0.00,0.00
2025-04-21T02:00,9.4,75,0.00,0.00
2025-04-21T03:00,9.5,79,0.00,0.00
2025-04-21T04:00,8.3,84,0.00,0.00
2025-04-21T05:00,7.8,86,0.00,0.00
2025-04-21T06:00,7.2,88,0.00,0.00
2025-04-21T07:00,7.5,89,0.00,0.00
2025-04-21T08:00,9.3,87,0.00,0.00
2025-04-21T09:00,11.9,76,0.00,0.00
2025-04-21T10:00,14.0,65,0.00,0.00
2025-04-21T11:00,16.1,55,0.00,0.00
2025-04-21T12:00,17.4,43,0.00,0.00
2025-04-21T13:00,18.5,39,0.00,0.00
2025-04-21T14:00,19.2,36,0.00,0.00
2025-04-21T15:00,19.7,31,0.00,0.00
2025-04-21T16:00,19.7,31,0.00,0.00
2025-04-21T17:00,19.3,31,0.00,0.00
2025-04-21T18:00,18.8,32,0.00,0.00
2025-04-21T19:00,17.5,39,0.00,0.00
2025-04-21T20:00,15.8,45,0.00,0.00
2025-04-21T21:00,14.6,45,0.00,0.00
2025-04-21T22:00,12.1,53,0.00,0.00
2025-04-21T23:00,11.2,54,0.00,0.00
2025-04-22T00:00,11.0,54,0.00,0.00
2025-04-22T01:00,11.0,54,0.00,0.00
2025-04-22T02:00,10.8,54,0.00,0.00
2025-04-22T03:00,10.3,59,0.00,0.00
2025-04-22T04:00,10.1,61,0.00,0.00
2025-04-22T05:00,9.8,64,0.00,0.00
2025-04-22T06:00,9.1,66,0.00,0.00
2025-04-22T07:00,9.5,68,0.00,0.00
2025-04-22T08:00,12.1,66,0.00,0.00
2025-04-22T09:00,15.8,48,0.00,0.00
2025-04-22T10:00,17.7,44,0.00,0.00
2025-04-22T11:00,19.7,39,0.00,0.00
2025-04-22T12:00,21.1,33,0.00,0.00
2025-04-22T13:00,21.9,31,0.00,0.00
2025-04-22T14:00,22.7,26,0.00,0.00
2025-04-22T15:00,23.7,22,0.00,0.00
2025-04-22T16:00,23.5,23,0.00,0.00
2025-04-22T17:00,23.2,23,0.00,0.00
2025-04-22T18:00,22.4,24,0.00,0.00
2025-04-22T19:00,20.2,32,0.00,0.00
2025-04-22T20:00,17.5,41,0.00,0.00
2025-04-22T21:00,16.0,47,0.00,0.00
2025-04-22T22:00,15.6,47,0.00,0.00
2025-04-22T23:00,14.1,53,0.00,0.00
2025-04-23T00:00,13.6,56,0.00,0.00
2025-04-23T01:00,13.0,60,0.00,0.00
2025-04-23T02:00,12.8,63,0.00,0.00
2025-04-23T03:00,12.4,65,0.00,0.00
2025-04-23T04:00,11.4,71,0.00,0.00
2025-04-23T05:00,10.9,75,0.00,0.00
2025-04-23T06:00,10.4,77,0.00,0.00
2025-04-23T07:00,11.3,73,0.00,0.00
2025-04-23T08:00,13.1,70,0.00,0.00
2025-04-23T09:00,14.6,63,0.00,0.00
2025-04-23T10:00,16.2,58,0.00,0.00
2025-04-23T11:00,17.9,53,0.00,0.00
2025-04-23T12:00,18.2,51,0.00,0.00
2025-04-23T13:00,19.5,46,0.00,0.00
2025-04-23T14:00,20.4,42,0.00,0.00
2025-04-23T15:00,22.2,32,0.00,0.00
2025-04-23T16:00,22.1,30,0.00,0.00
2025-04-23T17:00,21.6,31,0.00,0.00
2025-04-23T18:00,20.3,37,0.00,0.00
2025-04-23T19:00,18.9,44,0.00,0.00
2025-04-23T20:00,17.1,52,0.00,0.00
2025-04-23T21:00,15.9,56,0.00,0.00
2025-04-23T22:00,14.8,60,0.00,0.00
2025-04-23T23:00,13.3,69,0.00,0.00
2025-04-24T00:00,12.8,73,0.00,0.00
2025-04-24T01:00,12.1,81,0.00,0.00
2025-04-24T02:00,11.1,90,0.00,0.00
2025-04-24T03:00,10.4,95,0.00,0.00
2025-04-24T04:00,10.0,94,0.00,0.00
2025-04-24T05:00,9.7,94,0.00,0.00
2025-04-24T06:00,9.4,93,0.00,0.00
2025-04-24T07:00,10.2,88,0.00,0.00
2025-04-24T08:00,11.9,83,0.00,0.00
2025-04-24T09:00,13.7,76,0.00,0.00
2025-04-24T10:00,15.6,68,0.00,0.00
2025-04-24T11:00,17.9,56,0.00,0.00
2025-04-24T12:00,19.2,51,0.00,0.00
2025-04-24T13:00,20.7,44,0.00,0.00
2025-04-24T14:00,21.4,37,0.00,0.00
2025-04-24T15:00,22.1,34,0.00,0.00
2025-04-24T16:00,22.9,30,0.00,0.00
2025-04-24T17:00,22.2,32,0.00,0.00
2025-04-24T18:00,19.6,46,0.00,0.00
2025-04-24T19:00,17.5,48,0.00,0.00
2025-04-24T20:00,15.3,53,0.00,0.00
2025-04-24T21:00,14.1,52,0.00,0.00
2025-04-24T22:00,12.5,66,0.00,0.00
2025-04-24T23:00,11.3,81,0.00,0.00
2025-04-25T00:00,10.4,84,0.00,0.00
2025-04-25T01:00,9.8,83,0.00,0.00
2025-04-25T02:00,9.3,83,0.00,0.00
2025-04-25T03:00,8.2,94,0.00,0.00
2025-04-25T04:00,8.3,93,0.00,0.00
2025-04-25T05:00,8.1,93,0.00,0.00
2025-04-25T06:00,8.1,85,0.00,0.00
2025-04-25T07:00,9.1,77,0.00,0.00
2025-04-25T08:00,11.6,63,0.00,0.00
2025-04-25T09:00,12.8,57,0.00,0.00
2025-04-25T10:00,14.2,49,0.00,0.00
2025-04-25T11:00,15.1,44,0.00,0.00
2025-04-25T12:00,14.7,48,0.00,0.00
2025-04-25T13:00,14.8,48,0.00,0.00
2025-04-25T14:00,15.0,49,0.00,0.00
2025-04-25T15:00,14.7,53,0.00,0.00
2025-04-25T16:00,14.8,51,0.00,0.00
2025-04-25T17:00,14.1,53,0.00,0.00
2025-04-25T18:00,13.0,57,0.00,0.00
2025-04-25T19:00,12.0,61,0.00,0.00
2025-04-25T20:00,10.4,71,0.00,0.00
2025-04-25T21:00,9.6,76,0.00,0.00
2025-04-25T22:00,8.2,83,0.00,0.00
2025-04-25T23:00,7.5,87,0.00,0.00
2025-04-26T00:00,7.2,86,0.00,0.00
2025-04-26T01:00,7.4,86,0.00,0.00
2025-04-26T02:00,7.8,85,0.00,0.00
2025-04-26T03:00,7.3,87,0.00,0.00
2025-04-26T04:00,6.8,89,0.00,0.00
2025-04-26T05:00,7.6,85,0.00,0.00
2025-04-26T06:00,7.2,91,0.00,0.00
2025-04-26T07:00,8.1,91,0.00,0.00
2025-04-26T08:00,9.3,89,0.40,0.00
2025-04-26T09:00,10.7,77,0.00,0.00
2025-04-26T10:00,10.6,77,0.10,0.00
2025-04-26T11:00,10.6,76,0.50,0.00
2025-04-26T12:00,12.0,69,0.00,0.00
2025-04-26T13:00,12.7,65,0.00,0.00
2025-04-26T14:00,13.0,64,0.00,0.00
2025-04-26T15:00,13.1,62,0.00,0.00
2025-04-26T16:00,13.1,64,0.00,0.00
2025-04-26T17:00,13.3,60,0.00,0.00
2025-04-26T18:00,12.8,61,0.00,0.00
2025-04-26T19:00,12.0,67,0.00,0.00
2025-04-26T20:00,10.0,81,0.00,0.00
2025-04-26T21:00,8.5,89,0.00,0.00
2025-04-26T22:00,7.5,91,0.00,0.00
2025-04-26T23:00,6.6,93,0.00,0.00
2025-04-27T00:00,6.4,92,0.00,0.00
2025-04-27T01:00,6.0,92,0.00,0.00
2025-04-27T02:00,5.7,93,0.00,0.00
2025-04-27T03:00,5.8,92,0.00,0.00
2025-04-27T04:00,5.2,94,0.00,0.00
2025-04-27T05:00,4.8,94,0.00,0.00
2025-04-27T06:00,4.3,94,0.00,0.00
2025-04-27T07:00,5.3,92,0.00,0.00
2025-04-27T08:00,8.8,87,0.00,0.00
2025-04-27T09:00,11.7,72,0.00,0.00
2025-04-27T10:00,13.1,63,0.00,0.00
2025-04-27T11:00,13.9,60,0.00,0.00
2025-04-27T12:00,14.6,51,0.00,0.00
2025-04-27T13:00,14.6,52,0.00,0.00
2025-04-27T14:00,14.5,60,0.00,0.00
2025-04-27T15:00,15.8,48,0.00,0.00
2025-04-27T16:00,16.1,43,0.00,0.00
2025-04-27T17:00,15.9,43,0.00,0.00
2025-04-27T18:00,14.3,54,0.00,0.00
2025-04-27T19:00,13.3,59,0.00,0.00
2025-04-27T20:00,11.5,73,0.00,0.00
2025-04-27T21:00,10.5,78,0.00,0.00
2025-04-27T22:00,9.6,77,0.00,0.00
2025-04-27T23:00,8.6,81,0.00,0.00
2025-04-28T00:00,7.9,88,0.00,0.00
2025-04-28T01:00,7.3,90,0.00,0.00
2025-04-28T02:00,6.7,89,0.00,0.00
2025-04-28T03:00,6.2,89,0.00,0.00
2025-04-28T04:00,5.7,90,0.00,0.00
2025-04-28T05:00,5.4,89,0.00,0.00
2025-04-28T06:00,5.0,91,0.00,0.00
2025-04-28T07:00,5.8,86,0.00,0.00
2025-04-28T08:00,6.9,81,0.00,0.00
2025-04-28T09:00,9.0,71,0.00,0.00
2025-04-28T10:00,10.5,64,0.00,0.00
2025-04-28T11:00,11.2,64,0.00,0.00
2025-04-28T12:00,12.3,58,0.00,0.00
2025-04-28T13:00,13.3,52,0.00,0.00
2025-04-28T14:00,13.7,50,0.00,0.00
2025-04-28T15:00,14.1,48,0.00,0.00
2025-04-28T16:00,14.0,47,0.00,0.00
2025-04-28T17:00,13.1,49,0.00,0.00
2025-04-28T18:00,11.8,51,0.00,0.00
2025-04-28T19:00,10.0,55,0.00,0.00
2025-04-28T20:00,8.4,58,0.00,0.00
2025-04-28T21:00,7.4,62,0.00,0.00
2025-04-28T22:00,6.5,66,0.00,0.00
2025-04-28T23:00,5.7,70,0.00,0.00
2025-04-29T00:00,4.9,73,0.00,0.00
2025-04-29T01:00,4.2,75,0.00,0.00
2025-04-29T02:00,3.5,78,0.00,0.00
2025-04-29T03:00,2.8,81,0.00,0.00
2025-04-29T04:00,2.4,83,0.00,0.00
2025-04-29T05:00,1.9,85,0.00,0.00
2025-04-29T06:00,1.2,88,0.00,0.00
2025-04-29T07:00,1.7,85,0.00,0.00
2025-04-29T08:00,3.2,79,0.00,0.00
2025-04-29T09:00,5.5,72,0.00,0.00
2025-04-29T10:00,7.4,67,0.00,0.00
2025-04-29T11:00,9.6,63,0.00,0.00
2025-04-29T12:00,10.7,62,0.00,0.00
2025-04-29T13:00,12.1,60,0.00,0.00
2025-04-29T14:00,12.7,61,0.00,0.00
2025-04-29T15:00,15.1,53,0.00,0.00
2025-04-29T16:00,13.9,63,0.00,0.00
2025-04-29T17:00,13.6,62,0.00,0.00
2025-04-29T18:00,13.8,59,0.00,0.00
2025-04-29T19:00,12.3,66,0.00,0.00
2025-04-29T20:00,10.5,75,0.00,0.00
2025-04-29T21:00,9.8,78,0.00,0.00
2025-04-29T22:00,9.0,81,0.00,0.00
2025-04-29T23:00,8.5,83,0.00,0.00
2025-04-30T00:00,8.1,85,0.00,0.00
2025-04-30T01:00,7.5,87,0.00,0.00
2025-04-30T02:00,7.1,87,0.00,0.00
2025-04-30T03:00,6.1,89,0.00,0.00
2025-04-30T04:00,6.0,88,0.00,0.00
2025-04-30T05:00,5.5,90,0.00,0.00
2025-04-30T06:00,5.2,91,0.00,0.00
2025-04-30T07:00,5.9,89,0.00,0.00
2025-04-30T08:00,8.1,80,0.00,0.00
2025-04-30T09:00,10.3,71,0.00,0.00
2025-04-30T10:00,12.5,66,0.00,0.00
2025-04-30T11:00,14.4,62,0.00,0.00
2025-04-30T12:00,15.5,59,0.00,0.00
2025-04-30T13:00,16.4,55,0.00,0.00
2025-04-30T14:00,17.2,50,0.00,0.00
2025-04-30T15:00,19.4,40,0.00,0.00
2025-04-30T16:00,19.2,41,0.00,0.00
2025-04-30T17:00,19.5,38,0.00,0.00
2025-04-30T18:00,18.7,43,0.00,0.00
2025-04-30T19:00,17.6,53,0.00,0.00
2025-04-30T20:00,15.9,56,0.00,0.00
2025-04-30T21:00,13.7,72,0.00,0.00
2025-04-30T22:00,12.6,77,0.00,0.00
2025-04-30T23:00,12.5,77,0.00,0.00
2025-05-01T00:00,12.8,80,0.00,0.00
2025-05-01T01:00,11.9,83,0.10,0.00
2025-05-01T02:00,12.6,76,1.30,0.00
2025-05-01T03:00,12.1,79,2.50,0.00
2025-05-01T04:00,11.1,89,0.00,0.00
2025-05-01T05:00,10.7,89,0.00,0.00
2025-05-01T06:00,10.7,86,0.00,0.00
2025-05-01T07:00,11.3,83,0.00,0.00
2025-05-01T08:00,12.2,80,0.00,0.00
2025-05-01T09:00,13.4,76,0.00,0.00
2025-05-01T10:00,13.3,80,0.10,0.00
2025-05-01T11:00,13.8,77,0.10,0.00
2025-05-01T12:00,14.6,71,0.00,0.00
2025-05-01T13:00,16.1,59,0.00,0.00
2025-05-01T14:00,17.2,52,0.00,0.00
2025-05-01T15:00,16.7,57,0.00,0.00
2025-05-01T16:00,17.2,54,0.00,0.00
2025-05-01T17:00,17.2,53,0.00,0.00
2025-05-01T18:00,16.8,50,0.00,0.00
2025-05-01T19:00,15.2,54,0.00,0.00
2025-05-01T20:00,13.3,61,0.00,0.00
2025-05-01T21:00,12.6,62,0.00,0.00
2025-05-01T22:00,11.9,71,0.00,0.00
2025-05-01T23:00,11.4,71,0.00,0.00
2025-05-02T00:00,11.1,69,0.00,0.00
2025-05-02T01:00,10.5,73,0.00,0.00
2025-05-02T02:00,9.9,78,0.00,0.00
2025-05-02T03:00,8.9,83,0.00,0.00
2025-05-02T04:00,8.1,86,0.00,0.00
2025-05-02T05:00,7.8,86,0.00,0.00
2025-05-02T06:00,8.0,83,0.00,0.00
2025-05-02T07:00,8.8,81,0.00,0.00
2025-05-02T08:00,10.2,79,0.00,0.00
2025-05-02T09:00,12.2,67,0.00,0.00
2025-05-02T10:00,13.6,60,0.00,0.00
2025-05-02T11:00,14.9,53,0.00,0.00
2025-05-02T12:00,16.0,42,0.00,0.00
2025-05-02T13:00,16.8,38,0.00,0.00
2025-05-02T14:00,17.6,34,0.00,0.00
2025-05-02T15:00,17.6,38,0.00,0.00
2025-05-02T16:00,17.6,38,0.00,0.00
2025-05-02T17:00,16.8,41,0.00,0.00
2025-05-02T18:00,15.4,48,0.00,0.00
2025-05-02T19:00,13.5,70,0.00,0.00
2025-05-02T20:00,11.9,83,0.00,0.00
2025-05-02T21:00,10.5,91,0.00,0.00
